"","Tier","Yellow","Green"
"1493",3,1,1
"1494",4,0,1
"1495",5,2,0
"1496",6,0,1
"1497",7,2,1
"1498",8,0,2
"1499",9,0,0
"1500",10,1,1
"1501",1,0,0
"1502",2,0,2
"1503",3,1,1
"1504",4,1,1
"1505",5,4,0
"1506",6,0,0
"1507",7,2,1
"1508",8,1,1
"1509",9,2,0
"1510",10,0,0
"1511",1,2,0
"1512",2,0,0
"1513",3,0,1
"1514",4,2,1
"1515",5,2,0
"1516",6,0,0
"1517",7,0,2
"1518",8,1,0
"1519",9,1,0
"1520",10,1,2
"1521",1,0,2
"1522",2,1,0
"1523",3,0,0
"1524",4,0,1
"1525",5,0,1
"1526",6,1,1
"1527",7,3,0
"1528",8,1,0
"1529",9,3,0
"1530",10,0,1
"1531",1,1,1
"1532",2,0,1
"1533",3,3,0
"1534",4,2,0
"1535",5,2,0
"1536",6,0,2
"1537",7,1,0
"1538",8,0,1
"1539",9,3,0
"1540",10,1,0
"1541",1,1,1
"1542",2,0,0
"1543",3,0,2
"1544",4,0,0
"1545",5,0,1
"1546",6,1,1
"1547",7,1,1
"1548",8,0,1
"1549",9,2,1
"1550",10,0,1
"1551",1,1,0
"1552",2,0,2
"1553",3,0,2
"1554",4,1,2
"1555",5,2,0
"1556",6,1,1
"1557",7,0,3
"1558",8,1,0
"1559",9,3,1
"1560",10,2,0
"1561",1,0,1
"1562",2,1,1
"1563",3,1,0
"1564",4,0,1
"1565",5,2,0
"1566",6,1,0
"1567",7,3,0
"1568",8,0,2
"1569",9,2,0
"1570",10,1,0
"1571",1,2,0
"1572",2,0,1
"1573",3,0,1
"1574",4,2,0
"1575",5,2,0
"1576",6,2,0
"1577",7,2,0
"1578",8,1,1
"1579",9,0,1
"1580",10,0,1
"1581",1,1,2
"1582",2,3,0
"1583",3,0,1
"1584",4,1,1
"1585",5,1,0
"1586",6,0,1
"1587",7,2,1
"1588",8,1,2
"1589",9,2,1
"1590",10,2,1
"1591",1,0,1
"1592",2,0,0
"1593",3,2,0
"1594",4,1,2
"1595",5,2,0
"1596",6,0,1
"1597",7,0,2
"1598",8,1,0
"1599",9,1,1
"1600",10,0,1
"1601",1,0,1
"1602",2,2,1
"1603",3,1,0
"1604",4,0,0
"1605",5,3,0
"1606",6,1,0
"1607",7,2,0
"1608",8,1,1
"1609",9,0,1
"1610",10,1,0
"1611",1,2,1
"1612",2,1,0
"1613",3,0,0
"1614",4,2,1
"1615",5,2,0
"1616",6,1,0
"1617",7,1,1
"1618",8,0,0
"1619",9,2,0
"1620",10,1,1
"1621",1,2,0
"1622",2,0,0
"1623",3,2,0
"1624",4,0,1
"1625",5,1,1
"1626",6,3,0
"1627",7,0,2
"1628",8,1,0
"1629",9,0,0
"1630",10,1,0
"1631",1,0,1
"1632",2,1,0
"1633",3,0,0
"1634",4,1,0
"1635",5,2,0
"1636",6,0,1
"1637",7,0,2
"1638",8,0,0
"1639",9,0,1
"1640",10,1,0
"1641",1,1,0
"1642",2,1,0
"1643",3,1,2
"1644",4,0,0
"1645",5,2,0
"1646",6,2,1
"1647",7,1,0
"1648",8,3,0
"1649",9,4,0
"1650",10,1,0
"1651",1,0,1
"1652",2,1,0
"1653",3,2,1
"1654",4,0,0
"1655",5,0,1
"1656",6,1,0
"1657",7,0,1
"1658",8,0,1
"1659",9,1,0
"1660",10,0,1
"1661",1,2,0
"1662",2,2,0
"1663",3,1,0
"1664",4,0,1
"1665",5,1,1
"1666",6,1,0
"1667",7,2,0
"1668",8,1,0
"1669",9,2,0
"1670",10,1,1
"1671",1,0,0
"1672",2,0,1
"1673",3,2,0
"1674",4,2,0
"1675",5,2,0
"1676",6,0,2
"1677",7,1,0
"1678",8,1,1
"1679",9,1,1
"1680",10,1,0
"1681",1,1,2
"1682",2,2,0
"1683",3,0,1
"1684",4,1,1
"1685",5,2,0
"1686",6,2,0
"1687",7,1,1
"1688",8,1,1
"1689",9,1,0
"1690",10,1,1
"1691",1,2,0
"1692",2,0,0
"1693",3,1,1
"1694",4,2,0
"1695",5,0,0
"1696",6,1,1
"1697",7,1,2
"1698",8,1,1
"1699",9,2,0
"1700",10,0,0
"1701",1,3,0
"1702",2,1,1
"1703",3,2,1
"1704",4,1,0
"1705",5,0,2
"1706",6,2,1
"1707",7,2,0
"1708",8,0,1
"1709",9,1,0
"1710",10,2,1
"1711",1,0,1
"1712",2,2,0
"1713",3,1,1
"1714",4,2,0
"1715",5,2,1
"1716",6,0,0
"1717",7,1,0
"1718",8,2,0
"1719",9,0,3
"1720",10,3,0
"1721",1,1,0
"1722",2,0,0
"1723",3,4,0
"1724",4,0,0
"1725",5,1,1
"1726",6,0,2
"1727",7,0,1
"1728",8,0,1
"1729",9,2,0
"1730",10,0,0
"1731",1,1,1
"1732",2,1,0
"1733",3,0,1
"1734",4,2,0
"1735",5,0,1
"1736",6,2,1
"1737",7,1,1
"1738",8,2,2
"1739",9,2,0
"1740",10,1,1
"1741",1,1,2
"1742",2,1,0
"1743",3,2,0
"1744",4,1,0
"1745",5,2,0
"1746",6,2,0
"1747",7,2,1
"1748",8,1,2
"1749",9,1,1
"1750",10,2,0
"1751",1,0,2
"1752",2,0,0
"1753",3,0,0
"1754",4,1,0
"1755",5,2,0
"1756",6,1,1
"1757",7,2,0
"1758",8,0,1
"1759",9,1,0
"1760",10,2,0
"1761",1,2,0
"1762",2,1,1
"1763",3,2,0
"1764",4,1,0
"1765",5,2,1
"1766",6,0,0
"1767",7,2,0
"1768",8,0,0
"1769",9,2,1
"1770",10,0,2
"1771",1,2,0
"1772",2,1,1
"1773",3,2,0
"1774",4,3,0
"1775",5,0,1
"1776",6,2,0
"1777",7,3,0
"1778",8,1,2
"1779",9,1,0
"1780",10,1,0
"1781",1,2,0
"1782",2,2,0
"1783",3,0,0
"1784",4,3,0
"1785",5,4,0
"1786",6,2,0
"1787",7,1,1
"1788",8,2,0
"1789",9,0,0
"1790",10,0,0
"1791",1,0,1
"1792",2,3,0
"1793",3,0,3
"1794",4,3,0
"1795",5,1,0
"1796",6,0,1
"1797",7,2,1
"1798",8,2,1
"1799",9,1,1
"1800",10,0,0
"1801",1,0,0
"1802",2,2,0
"1803",3,0,2
"1804",4,2,2
"1805",5,1,0
"1806",6,1,0
"1807",7,2,1
"1808",8,2,0
"1809",9,0,0
"1810",10,2,0
"1811",1,2,0
"1812",2,2,0
"1813",3,0,1
"1814",4,1,0
"1815",5,2,0
"1816",6,1,1
"1817",7,1,1
"1818",8,0,2
"1819",9,2,0
"1820",10,2,0
"1821",1,1,0
"1822",2,1,0
"1823",3,0,0
"1824",4,1,0
"1825",5,2,1
"1826",6,0,0
"1827",7,1,0
"1828",8,1,0
"1829",9,1,0
"1830",10,1,1
"1831",1,0,1
"1832",2,0,1
"1833",3,0,3
"1834",4,3,0
"1835",5,2,0
"1836",6,2,1
"1837",7,0,1
"1838",8,0,2
"1839",9,2,0
"1840",10,1,1
"1841",1,1,1
"1842",2,1,1
"1843",3,1,0
"1844",4,3,0
"1845",5,1,0
"1846",6,0,0
"1847",7,1,0
"1848",8,3,0
"1849",9,0,2
"1850",10,0,1
"1851",1,0,1
"1852",2,1,0
"1853",3,0,0
"1854",4,1,0
"1855",5,1,0
"1856",6,2,0
"1857",7,2,0
"1858",8,0,1
"1859",9,0,0
"1860",10,2,0
"1861",1,0,1
"1862",2,2,0
"1863",3,2,0
"1864",4,1,1
"1865",5,2,0
"1866",6,1,1
"1867",7,0,1
"1868",8,1,0
"1869",9,2,0
"1870",10,1,1
"1871",1,0,0
"1872",2,0,0
"1873",3,1,0
"1874",4,1,0
"1875",5,2,0
"1876",6,3,0
"1877",7,2,0
"1878",8,1,0
"1879",9,3,0
"1880",10,1,0
"1881",1,0,0
"1882",2,0,1
"1883",3,0,1
"1884",4,2,2
"1885",5,0,1
"1886",6,2,0
"1887",7,1,1
"1888",8,1,0
"1889",9,0,0
"1890",10,0,1
"1891",1,0,0
"1892",2,1,2
"1893",3,0,0
"1894",4,0,0
"1895",5,1,1
"1896",6,2,0
"1897",7,0,0
"1898",8,2,0
"1899",9,2,1
"1900",10,2,0
"1901",1,1,0
"1902",2,2,1
"1903",3,0,0
"1904",4,2,0
"1905",5,0,1
"1906",6,1,1
"1907",7,1,1
"1908",8,0,2
"1909",9,2,0
"1910",10,1,1
"1911",1,2,0
"1912",2,2,0
"1913",3,0,2
"1914",4,1,0
"1915",5,1,1
"1916",6,2,1
"1917",7,0,0
"1918",8,0,1
"1919",9,1,0
"1920",10,2,0
"1921",1,0,1
"1922",2,1,1
"1923",3,1,0
"1924",4,1,1
"1925",5,2,0
"1926",6,1,0
"1927",7,2,0
"1928",8,0,0
"1929",9,0,1
"1930",10,0,0
"1931",1,1,1
"1932",2,1,1
"1933",3,1,1
"1934",4,2,1
"1935",5,1,0
"1936",6,0,1
"1937",7,1,1
"1938",8,0,1
"1939",9,1,0
"1940",10,0,1
"1941",1,0,1
"1942",2,1,0
"1943",3,0,1
"1944",4,0,1
"1945",5,2,0
"1946",6,2,0
"1947",7,1,1
"1948",8,1,1
"1949",9,0,1
"1950",10,0,0
"1951",1,2,1
"1952",2,2,0
"1953",3,1,2
"1954",4,0,1
"1955",5,1,0
"1956",6,2,0
"1957",7,1,1
"1958",8,3,0
"1959",9,1,1
"1960",10,2,0
"1961",1,0,5
"1962",2,2,0
"1963",3,0,1
"1964",4,2,0
"1965",5,2,0
"1966",6,2,0
"1967",7,2,0
"1968",8,2,0
"1969",9,3,0
"1970",10,0,1
"1971",1,2,1
"1972",2,3,0
"1973",3,2,0
"1974",4,1,0
"1975",5,1,0
"1976",6,0,2
"1977",7,3,0
"1978",8,0,0
"1979",9,0,0
"1980",10,2,0
"1981",1,0,0
"1982",2,1,0
"1983",3,2,0
"1984",4,0,1
"1985",5,2,0
"1986",6,1,0
"1987",7,1,1
"1988",8,1,0
"1989",9,1,1
"1990",10,0,2
"1991",1,0,1
"1992",2,2,1
"1993",3,1,0
"1994",4,2,2
"1995",5,2,0
"1996",6,2,1
"1997",7,1,0
"1998",8,2,0
"1999",9,1,1
"2000",10,0,1
"2001",1,2,0
"2002",2,0,1
"2003",3,1,1
"2004",4,3,1
"2005",5,2,0
"2006",6,1,1
"2007",7,2,0
"2008",8,3,0
"2009",9,0,2
"2010",10,1,3
"2011",1,0,0
"2012",2,1,0
"2013",3,1,1
"2014",4,0,1
"2015",5,2,0
"2016",6,1,1
"2017",7,1,0
"2018",8,1,1
"2019",9,1,0
"2020",10,1,0
"2021",1,0,1
"2022",2,1,0
"2023",3,0,1
"2024",4,1,0
"2025",5,2,1
"2026",6,0,1
"2027",7,3,0
"2028",8,1,1
"2029",9,1,0
"2030",10,0,2
"2031",1,1,0
"2032",2,0,1
"2033",3,1,0
"2034",4,0,4
"2035",5,2,0
"2036",6,1,1
"2037",7,2,0
"2038",8,2,1
"2039",9,0,1
"2040",10,0,1
"2041",1,1,0
"2042",2,1,1
"2043",3,0,1
"2044",4,2,1
"2045",5,0,2
"2046",6,2,0
"2047",7,1,0
"2048",8,3,0
"2049",9,1,1
"2050",10,1,1
"2051",1,2,0
"2052",2,0,3
"2053",3,1,1
"2054",4,1,2
"2055",5,1,0
"2056",6,2,1
"2057",7,1,0
"2058",8,1,0
"2059",9,3,0
"2060",10,1,0
"2061",1,0,1
"2062",2,2,0
"2063",3,0,2
"2064",4,1,1
"2065",5,1,0
"2066",6,2,0
"2067",7,0,0
"2068",8,1,2
"2069",9,0,1
"2070",10,2,1
"2071",1,1,0
"2072",2,2,0
"2073",3,1,1
"2074",4,3,0
"2075",5,2,0
"2076",6,1,0
"2077",7,0,1
"2078",8,1,0
"2079",9,1,1
"2080",10,1,0
"2081",1,0,1
"2082",2,2,0
"2083",3,0,2
"2084",4,2,0
"2085",5,3,0
"2086",6,0,1
"2087",7,1,0
"2088",8,0,1
"2089",9,2,0
"2090",10,0,0
"2091",1,1,0
"2092",2,0,0
"2093",3,2,0
"2094",4,3,0
"2095",5,2,0
"2096",6,1,0
"2097",7,2,0
"2098",8,2,0
"2099",9,1,0
"2100",10,2,0
"2101",1,1,0
"2102",2,2,0
"2103",3,2,0
"2104",4,1,2
"2105",5,2,1
"2106",6,3,0
"2107",7,2,0
"2108",8,1,0
"2109",9,0,0
"2110",10,2,0
"2111",1,1,0
"2112",2,1,0
"2113",3,0,1
"2114",4,3,0
"2115",5,2,0
"2116",6,0,0
"2117",7,1,1
"2118",8,0,0
"2119",9,1,0
"2120",10,3,0
"2121",1,1,0
"2122",2,1,0
"2123",3,0,1
"2124",4,1,1
"2125",5,1,0
"2126",6,1,1
"2127",7,1,1
"2128",8,0,1
"2129",9,2,0
"2130",10,4,0
"2131",1,2,0
"2132",2,2,1
"2133",3,3,0
"2134",4,1,1
"2135",5,2,0
"2136",6,3,0
"2137",7,1,1
"2138",8,2,0
"2139",9,2,0
"2140",10,1,1
"2141",1,2,0
"2142",2,1,1
"2143",3,1,2
"2144",4,1,2
"2145",5,2,0
"2146",6,1,0
"2147",7,1,0
"2148",8,1,0
"2149",9,2,1
"2150",10,0,1
"2151",1,1,0
"2152",2,1,0
"2153",3,1,0
"2154",4,1,1
"2155",5,0,1
"2156",6,2,0
"2157",7,0,1
"2158",8,2,0
"2159",9,1,0
"2160",10,1,0
"2161",1,0,1
"2162",2,3,0
"2163",3,1,1
"2164",4,0,0
"2165",5,2,0
"2166",6,0,0
"2167",7,2,0
"2168",8,2,0
"2169",9,1,1
"2170",10,0,0
"2171",1,0,0
"2172",2,1,2
"2173",3,1,0
"2174",4,2,0
"2175",5,0,0
"2176",6,1,1
"2177",7,0,1
"2178",8,2,0
"2179",9,1,0
"2180",10,1,0
"2181",1,0,1
"2182",2,3,0
"2183",3,0,0
"2184",4,2,0
"2185",5,1,0
"2186",6,1,0
"2187",7,2,0
"2188",8,0,2
"2189",9,1,2
"2190",10,0,0
"2191",1,1,0
"2192",2,2,0
"2193",3,0,1
"2194",4,1,1
"2195",5,2,0
"2196",6,1,2
"2197",7,0,1
"2198",8,1,1
"2199",9,1,1
"2200",10,1,1
"2201",1,1,1
"2202",2,0,1
"2203",3,2,0
"2204",4,2,0
"2205",5,1,0
"2206",6,3,0
"2207",7,0,0
"2208",8,0,1
"2209",9,2,0
"2210",10,1,0
"2211",1,1,0
"2212",2,1,0
"2213",3,2,0
"2214",4,1,1
"2215",5,3,0
"2216",6,0,1
"2217",7,1,0
"2218",8,3,0
"2219",9,1,1
"2220",10,1,0
"2221",1,0,1
"2222",2,0,1
"2223",3,0,0
"2224",4,2,0
"2225",5,1,0
"2226",6,1,2
"2227",7,0,0
"2228",8,1,1
"2229",9,1,1
"2230",10,1,1
"2231",1,2,1
"2232",2,1,0
"2233",3,1,1
"2234",4,2,1
"2235",5,1,1
"2236",6,2,0
"2237",7,2,1
"2238",8,0,1
"2239",9,2,0
"2240",10,2,1
"2241",1,0,1
"2242",2,0,1
"2243",3,1,0
"2244",4,2,0
"2245",5,2,1
"2246",6,1,1
"2247",7,0,1
"2248",8,1,3
"2249",9,0,2
"2250",10,1,0
"2251",1,1,0
"2252",2,1,0
"2253",3,1,0
"2254",4,2,1
"2255",5,3,0
"2256",6,2,0
"2257",7,1,1
"2258",8,1,0
"2259",9,2,0
"2260",10,1,1
"2261",1,0,2
"2262",2,2,0
"2263",3,1,0
"2264",4,0,0
"2265",5,1,0
"2266",6,0,2
"2267",7,1,0
"2268",8,1,0
"2269",9,2,1
"2270",10,1,1
"2271",1,2,0
"2272",2,1,0
"2273",3,1,0
"2274",4,1,1
"2275",5,2,1
"2276",6,1,0
"2277",7,1,1
"2278",8,1,0
"2279",9,1,1
"2280",10,2,0
"2281",1,0,0
"2282",2,1,1
"2283",3,1,0
"2284",4,1,1
"2285",5,2,0
"2286",6,2,0
"2287",7,3,0
"2288",8,2,0
"2289",9,1,0
"2290",10,0,2
"2291",1,0,1
"2292",2,1,0
"2293",3,1,1
"2294",4,0,1
"2295",5,1,0
"2296",6,2,0
"2297",7,1,0
"2298",8,2,0
"2299",9,2,0
"2300",10,0,0
"2301",1,3,1
"2302",2,4,0
"2303",3,1,0
"2304",4,2,0
"2305",5,1,2
"2306",6,1,0
"2307",7,1,2
"2308",8,1,0
"2309",9,0,1
"2310",10,2,0
"2311",1,0,1
"2312",2,0,1
"2313",3,3,1
"2314",4,1,1
"2315",5,3,0
"2316",6,2,2
"2317",7,0,0
"2318",8,1,1
"2319",9,0,0
"2320",10,1,1
"2321",1,0,0
"2322",2,0,1
"2323",3,2,1
"2324",4,1,1
"2325",5,2,0
"2326",6,1,1
"2327",7,2,0
"2328",8,3,1
"2329",9,1,1
"2330",10,2,1
"2331",1,1,0
"2332",2,1,0
"2333",3,1,0
"2334",4,1,0
"2335",5,1,0
"2336",6,1,0
"2337",7,3,1
"2338",8,0,2
"2339",9,1,0
"2340",10,0,1
"2341",1,0,1
"2342",2,2,0
"2343",3,2,0
"2344",4,3,0
"2345",5,2,0
"2346",6,0,2
"2347",7,2,0
"2348",8,1,0
"2349",9,1,0
"2350",10,2,1
"2351",1,1,1
"2352",2,2,0
"2353",3,1,0
"2354",4,0,0
"2355",5,0,0
"2356",6,1,2
"2357",7,0,0
"2358",8,2,0
"2359",9,2,0
"2360",10,2,0
"2361",1,2,1
"2362",2,0,0
"2363",3,1,2
"2364",4,1,0
"2365",5,0,1
"2366",6,3,0
"2367",7,1,1
"2368",8,2,0
"2369",9,2,0
"2370",10,3,0
"2371",1,1,1
"2372",2,2,0
"2373",3,1,0
"2374",4,3,0
"2375",5,1,1
"2376",6,1,1
"2377",7,2,0
"2378",8,2,0
"2379",9,0,3
"2380",10,1,0
"2381",1,0,2
"2382",2,1,0
"2383",3,1,1
"2384",4,0,0
"2385",5,4,0
"2386",6,1,1
"2387",7,3,0
"2388",8,0,1
"2389",9,1,2
"2390",10,2,0
"2391",1,2,0
"2392",2,1,0
"2393",3,0,1
"2394",4,1,0
"2395",5,0,2
"2396",6,0,0
"2397",7,2,0
"2398",8,3,0
"2399",9,0,1
"2400",10,0,1
"2401",1,1,0
"2402",2,1,1
"2403",3,2,0
"2404",4,4,0
"2405",5,2,0
"2406",6,3,0
"2407",7,0,1
"2408",8,3,0
"2409",9,0,3
"2410",10,2,0
"2411",1,0,0
"2412",2,0,1
"2413",3,1,1
"2414",4,1,0
"2415",5,0,0
"2416",6,1,0
"2417",7,1,0
"2418",8,0,0
"2419",9,0,0
"2420",10,2,0
"2421",1,1,1
"2422",2,2,0
"2423",3,0,0
"2424",4,0,1
"2425",5,3,0
"2426",6,2,2
"2427",7,1,1
"2428",8,2,0
"2429",9,0,0
"2430",10,1,1
"2431",1,1,0
"2432",2,2,0
"2433",3,1,0
"2434",4,1,0
"2435",5,3,0
"2436",6,1,0
"2437",7,2,1
"2438",8,0,0
"2439",9,1,0
"2440",10,0,0
"2441",1,0,0
"2442",2,1,0
"2443",3,1,0
"2444",4,3,1
"2445",5,1,0
"2446",6,2,0
"2447",7,2,0
"2448",8,2,1
"2449",9,1,0
"2450",10,0,0
"2451",1,1,0
"2452",2,0,2
"2453",3,2,0
"2454",4,1,1
"2455",5,0,1
"2456",6,2,0
"2457",7,2,1
"2458",8,2,0
"2459",9,3,0
"2460",10,0,2
"2461",1,0,1
"2462",2,0,2
"2463",3,3,0
"2464",4,3,1
"2465",5,2,0
"2466",6,2,0
"2467",7,1,0
"2468",8,1,0
"2469",9,3,0
"2470",10,1,0
"2471",1,2,0
"2472",2,0,1
"2473",3,2,0
"2474",4,1,1
"2475",5,1,0
"2476",6,0,0
"2477",7,0,0
"2478",8,0,0
"2479",9,0,0
"2480",10,0,0
"2481",1,1,1
"2482",2,0,2
"2483",3,1,0
"2484",4,2,0
"2485",5,2,0
"2486",6,0,1
"2487",7,1,0
"2488",8,1,0
"2489",9,1,0
"2490",10,0,0
"2491",1,1,0
"2492",2,1,0
"2493",3,0,1
"2494",4,2,0
"2495",5,3,0
"2496",6,3,0
"2497",7,1,0
"2498",8,1,0
"2499",9,1,0
"2500",10,1,2
"2501",1,1,0
"2502",2,0,0
"2503",3,2,1
"2504",4,0,1
"2505",5,4,0
"2506",6,2,0
"2507",7,1,1
"2508",8,0,2
"2509",9,1,0
"2510",10,1,1
"2511",1,1,0
"2512",2,1,1
"2513",3,1,1
"2514",4,1,0
"2515",5,0,1
"2516",6,1,0
"2517",7,1,0
"2518",8,1,1
"2519",9,0,1
"2520",10,1,0
"2521",1,0,1
"2522",2,1,1
"2523",3,2,0
"2524",4,2,0
"2525",5,0,0
"2526",6,1,2
"2527",7,0,3
"2528",8,0,1
"2529",9,3,0
"2530",10,0,1
"2531",1,0,1
"2532",2,0,1
"2533",3,2,0
"2534",4,2,0
"2535",5,1,1
"2536",6,2,0
"2537",7,1,0
"2538",8,1,1
"2539",9,2,0
"2540",10,1,0
"2541",1,1,0
"2542",2,0,1
"2543",3,1,0
"2544",4,3,0
"2545",5,3,0
"2546",6,1,0
"2547",7,0,1
"2548",8,1,0
"2549",9,0,1
"2550",10,0,2
"2551",1,0,1
"2552",2,0,1
"2553",3,1,0
"2554",4,0,0
"2555",5,2,1
"2556",6,3,0
"2557",7,0,2
"2558",8,2,1
"2559",9,1,0
"2560",10,2,0
"2561",1,0,0
"2562",2,1,1
"2563",3,1,0
"2564",4,0,0
"2565",5,1,0
"2566",6,3,1
"2567",7,1,1
"2568",8,2,1
"2569",9,2,0
"2570",10,1,0
"2571",1,1,1
"2572",2,1,0
"2573",3,1,0
"2574",4,0,1
"2575",5,2,0
"2576",6,1,0
"2577",7,2,0
"2578",8,1,1
"2579",9,3,0
"2580",10,0,1
"2581",1,0,1
"2582",2,1,1
"2583",3,3,0
"2584",4,0,1
"2585",5,4,0
"2586",6,0,0
"2587",7,0,1
"2588",8,2,1
"2589",9,1,0
"2590",10,2,0
"2591",1,1,1
"2592",2,1,1
"2593",3,1,1
"2594",4,2,1
"2595",5,1,0
"2596",6,4,0
"2597",7,2,1
"2598",8,0,1
"2599",9,1,1
"2600",10,0,0
"2601",1,0,0
"2602",2,1,0
"2603",3,2,0
"2604",4,0,1
"2605",5,2,0
"2606",6,1,0
"2607",7,1,1
"2608",8,0,1
"2609",9,0,0
"2610",10,0,1
"2611",1,0,1
"2612",2,1,0
"2613",3,1,2
"2614",4,1,0
"2615",5,0,2
"2616",6,1,0
"2617",7,1,0
"2618",8,2,1
"2619",9,1,2
"2620",10,2,0
"2621",1,0,1
"2622",2,1,0
"2623",3,3,0
"2624",4,1,1
"2625",5,1,1
"2626",6,1,0
"2627",7,1,0
"2628",8,2,0
"2629",9,3,0
"2630",10,1,1
"2631",1,0,1
"2632",2,2,0
"2633",3,2,0
"2634",4,0,2
"2635",5,4,0
"2636",6,1,0
"2637",7,4,0
"2638",8,1,0
"2639",9,2,0
"2640",10,1,1
"2641",1,2,0
"2642",2,1,0
"2643",3,1,0
"2644",4,2,0
"2645",5,1,2
"2646",6,2,1
"2647",7,1,0
"2648",8,1,1
"2649",9,1,1
"2650",10,0,0
"2651",1,0,3
"2652",2,2,0
"2653",3,0,0
"2654",4,2,2
"2655",5,3,0
"2656",6,2,1
"2657",7,2,0
"2658",8,2,1
"2659",9,2,0
"2660",10,3,0
"2661",1,2,0
"2662",2,1,0
"2663",3,2,0
"2664",4,0,2
"2665",5,1,0
"2666",6,1,1
"2667",7,0,1
"2668",8,1,1
"2669",9,2,0
"2670",10,2,0
"2671",1,2,0
"2672",2,2,0
"2673",3,1,1
"2674",4,1,2
"2675",5,2,0
"2676",6,2,0
"2677",7,2,0
"2678",8,0,1
"2679",9,0,0
"2680",10,0,2
"2681",1,1,0
"2682",2,3,0
"2683",3,2,0
"2684",4,1,0
"2685",5,0,1
"2686",6,4,0
"2687",7,1,0
"2688",8,2,1
"2689",9,2,0
"2690",10,0,0
"2691",1,1,0
"2692",2,1,0
"2693",3,2,0
"2694",4,1,1
"2695",5,0,2
"2696",6,1,0
"2697",7,1,0
"2698",8,3,0
"2699",9,2,0
"2700",10,1,2
"2701",1,1,1
"2702",2,1,0
"2703",3,0,1
"2704",4,0,3
"2705",5,0,1
"2706",6,0,2
"2707",7,1,0
"2708",8,0,0
"2709",9,2,0
"2710",10,1,0
"2711",1,1,0
"2712",2,0,0
"2713",3,0,0
"2714",4,1,0
"2715",5,3,0
"2716",6,2,0
"2717",7,0,1
"2718",8,2,0
"2719",9,0,0
"2720",10,1,0
"2721",1,1,2
"2722",2,2,0
"2723",3,1,1
"2724",4,0,1
"2725",5,3,0
"2726",6,0,1
"2727",7,1,1
"2728",8,2,0
"2729",9,0,1
"2730",10,0,1
"2731",1,1,1
"2732",2,0,1
"2733",3,2,0
"2734",4,1,1
"2735",5,3,0
"2736",6,2,0
"2737",7,0,1
"2738",8,1,0
"2739",9,2,0
"2740",10,0,1
"2741",1,1,2
"2742",2,2,0
"2743",3,2,0
"2744",4,0,1
"2745",5,1,1
"2746",6,1,1
"2747",7,0,2
"2748",8,2,0
"2749",9,2,0
"2750",10,1,1
"2751",1,1,0
"2752",2,0,0
"2753",3,1,2
"2754",4,1,0
"2755",5,2,0
"2756",6,2,0
"2757",7,3,0
"2758",8,1,1
"2759",9,1,0
"2760",10,2,0
"2761",1,0,1
"2762",2,1,1
"2763",3,3,0
"2764",4,0,2
"2765",5,1,1
"2766",6,1,0
"2767",7,1,0
"2768",8,1,1
"2769",9,2,2
"2770",10,2,0
"2771",1,1,0
"2772",2,2,0
"2773",3,2,1
"2774",4,2,0
"2775",5,1,0
"2776",6,1,1
"2777",7,1,1
"2778",8,3,0
"2779",9,1,1
"2780",10,0,1
"2781",1,0,2
"2782",2,2,0
"2783",3,1,1
"2784",4,0,0
"2785",5,1,1
"2786",6,1,0
"2787",7,2,1
"2788",8,3,0
"2789",9,0,1
"2790",10,1,0
"2791",1,2,0
"2792",2,3,0
"2793",3,0,1
"2794",4,2,2
"2795",5,1,2
"2796",6,2,1
"2797",7,1,1
"2798",8,0,0
"2799",9,2,0
"2800",10,1,0
"2801",1,1,0
"2802",2,1,0
"2803",3,1,1
"2804",4,1,0
"2805",5,1,0
"2806",6,0,2
"2807",7,2,0
"2808",8,0,0
"2809",9,1,0
"2810",10,0,0
"2811",1,1,0
"2812",2,0,0
"2813",3,0,0
"2814",4,1,0
"2815",5,0,1
"2816",6,2,0
"2817",7,2,0
"2818",8,0,0
"2819",9,1,1
"2820",10,3,0
"2821",1,1,0
"2822",2,1,0
"2823",3,2,0
"2824",4,1,1
"2825",5,2,0
"2826",6,2,1
"2827",7,0,1
"2828",8,2,1
"2829",9,0,4
"2830",10,0,1
"2831",1,0,2
"2832",2,0,2
"2833",3,0,2
"2834",4,0,1
"2835",5,2,0
"2836",6,2,1
"2837",7,2,0
"2838",8,2,0
"2839",9,0,1
"2840",10,0,0
"2841",1,0,0
"2842",2,0,1
"2843",3,1,0
"2844",4,1,3
"2845",5,0,2
"2846",6,1,0
"2847",7,0,1
"2848",8,2,0
"2849",9,1,0
"2850",10,1,0
"2851",1,1,1
"2852",2,1,1
"2853",3,2,1
"2854",4,1,1
"2855",5,2,0
"2856",6,1,2
"2857",7,0,1
"2858",8,0,2
"2859",9,1,0
"2860",10,2,0
"2861",1,0,0
"2862",2,2,0
"2863",3,0,0
"2864",4,2,1
"2865",5,1,0
"2866",6,3,0
"2867",7,0,0
"2868",8,1,0
"2869",9,0,2
"2870",10,2,0
"2871",1,1,1
"2872",2,1,1
"2873",3,1,0
"2874",4,1,0
"2875",5,1,1
"2876",6,1,1
"2877",7,1,1
"2878",8,0,0
"2879",9,2,0
"2880",10,3,0
"2881",1,0,1
"2882",2,2,0
"2883",3,0,2
"2884",4,2,1
"2885",5,2,1
"2886",6,3,0
"2887",7,1,1
"2888",8,2,0
"2889",9,3,0
"2890",10,2,0
